PK_LAB_RESULT_ITEM_ID,obo
227848,CHEBI:16526
227876,PR:000050367
227902,CHEBI:17234
227956,CHEBI:15379
228027,CHEBI:39867
228047,CHEBI:26217
228048,CHEBI:26712
228059,CHEBI:47780
228073,CHEBI:47781
228100,CHEBI:25806
228106,CHEBI:22985
228124,CHEBI:26217
228147,CHEBI:27958
228148,CHEBI:25806
228150,CHEBI:17381
228157,CHEBI:7640
228171,CHEBI:60728
228190,CHEBI:25806
228195,CHEBI:47499
228224,CHEBI:16990
228237,PR:000050367
228245,CHEBI:35143
228254,CHEBI:2666
228259,CHEBI:8107
228260,CHEBI:8107
228262,CHEBI:4710
228286,CHEBI:16236
228289,CHEBI:25806
228291,CHEBI:60579
228292,CHEBI:77635
228295,CHEBI:3387
228300,CHEBI:27732
228301,CHEBI:3311
228308,CHEBI:16990
228323,CHEBI:3219
228337,CHEBI:27563
228350,CHEBI:25806
228389,CHEBI:36080
228426,CHEBI:16990
228431,CHEBI:132952
228435,CHEBI:16714
228437,CHEBI:26712
228440,CHEBI:17234
228454,CHEBI:17234
228466,CHEBI:66964
228467,CHEBI:29026
228473,CHEBI:47780
228501,PR:000016583
228521,CHEBI:2637
228522,CHEBI:2666
228535,CHEBI:16990
228556,CHEBI:28694
228573,CHEBI:17234
228624,CHEBI:16526
228631,CHEBI:25806
228633,CHEBI:26217
228634,CHEBI:8428
228636,CHEBI:36080
228648,CHEBI:26712
228678,CHEBI:27563
228679,CHEBI:17996
228680,CHEBI:16737
228685,CHEBI:17381
228686,CHEBI:36080
228698,CHEBI:16714
228846,CHEBI:15379
228848,CHEBI:15379
228876,CHEBI:15379
228891,CHEBI:17996
228900,CHEBI:17234
229318,CHEBI:27563
229323,CHEBI:2673
229325,CHEBI:28177
229358,PR:P02144
229385,CHEBI:28001
229419,CHEBI:7640
229479,CHEBI:17996
229494,CHEBI:33298
229543,CHEBI:17234
229551,CHEBI:3766
229574,CHEBI:4031
229583,CHEBI:28864
229596,CHEBI:168396
229779,CHEBI:2663
229801,PR:000050367
229808,CHEBI:132952
229811,CHEBI:36080
229840,CHEBI:16526
229960,CHEBI:2673
229969,CHEBI:36080
230027,CHEBI:28864
230153,PR:000050353
230167,PR:000001351
230181,CHEBI:15379
230182,CHEBI:8107
230233,CHEBI:16990
230272,CHEBI:22985
230282,CHEBI:17698
230378,CHEBI:17234
230411,CHEBI:16737
230440,CHEBI:16737
230458,CHEBI:3228
230483,CHEBI:17234
230495,CHEBI:2150
230640,CHEBI:16990
230650,CHEBI:16236
230653,CHEBI:17234
230676,CHEBI:22693
230868,CHEBI:3766
230889,PR:P02144
230904,CHEBI:39867
230911,CHEBI:17234
230938,PR:000050367
230965,CHEBI:2637
231345,CHEBI:17790
231351,CHEBI:16737
231359,PR:000003918
231364,CHEBI:27732
231365,PR:000005794
231471,PR:000003918
231493,PR:000050367
231533,CHEBI:7640
231542,CHEBI:17234
231564,CHEBI:3228
231567,CHEBI:22720
231574,CHEBI:33298
231584,CHEBI:28001
231732,CHEBI:4031
231734,CHEBI:27584
231784,CHEBI:3387
231809,CHEBI:8107
231810,CHEBI:26217
231816,CHEBI:28177
231919,CHEBI:24996
231971,CHEBI:26217
231972,CHEBI:36080
232350,CHEBI:3756
232384,CHEBI:9168
232472,PR:000050219
232483,CHEBI:4551
232492,CHEBI:22985
232511,CHEBI:27958
232528,CHEBI:26217
232551,CHEBI:16526
232552,CHEBI:28544
232554,CHEBI:16236
232562,CHEBI:3098
232815,CHEBI:26712
233008,CHEBI:3306
233017,CHEBI:17698
233167,CHEBI:17234
233182,CHEBI:26217
233183,CHEBI:36080
233184,CHEBI:28593
233235,CHEBI:17381
233405,CHEBI:16990
233407,CHEBI:3306
233417,CHEBI:17833
233467,CHEBI:16990
233629,CHEBI:27584
233636,PR:000003918
233652,CHEBI:17833
233658,CHEBI:28358
233664,PR:P02144
233667,CHEBI:26217
233671,CHEBI:26712
233718,CHEBI:28358
233737,PR:000050353
233746,CHEBI:2637
233760,CHEBI:61049
233863,CHEBI:16990
233865,CHEBI:22985
233876,CHEBI:17234
233901,CHEBI:22720
233920,CHEBI:8069
233937,CHEBI:6367
233953,PR:000050219
233956,CHEBI:22720
234016,CHEBI:4551
234150,PR:000003918
234151,CHEBI:16134
234159,CHEBI:28694
234167,CHEBI:17833
234187,CHEBI:26712
234202,CHEBI:17234
234212,PR:000003707
234233,CHEBI:36080
234234,CHEBI:8069
234247,CHEBI:17234
234271,CHEBI:102524
234402,CHEBI:17087
234403,PR:000003918
234432,CHEBI:36080
234480,CHEBI:42797
234504,CHEBI:2663
234510,CHEBI:102524
234630,PR:000016583
234637,CHEBI:2637
234645,CHEBI:16737
234668,CHEBI:36080
234690,CHEBI:21241
234698,CHEBI:17347
234700,CHEBI:8069
234715,CHEBI:17234
234735,CHEBI:16134
234854,CHEBI:27584
234860,PR:000003918
234893,CHEBI:36080
234918,CHEBI:26712
235149,PR:000050367
235152,CHEBI:17514
235164,PR:000003918
235286,CHEBI:16990
235288,CHEBI:22985
235325,CHEBI:28001
235385,CHEBI:17833
235532,CHEBI:28001
235536,CHEBI:39867
235559,CHEBI:16990
235570,CHEBI:16737
235597,CHEBI:28593
235689,CHEBI:2663
235717,CHEBI:8069
235781,CHEBI:61049
235842,CHEBI:15347
235970,CHEBI:17234
235971,CHEBI:17234
237082,PR:000005794
237084,CHEBI:16737
237103,CHEBI:16526
237282,CHEBI:27584
237289,CHEBI:17996
237322,CHEBI:67194
237372,CHEBI:27584
237378,CHEBI:3387
237496,CHEBI:17996
237506,CHEBI:35143
237527,CHEBI:28864
237688,PR:000050219
237692,CHEBI:27732
237699,CHEBI:28544
237724,CHEBI:17347
237725,CHEBI:28864
237727,CHEBI:16236
237934,CHEBI:17234
237970,CHEBI:17234
239087,CHEBI:4031
239093,CHEBI:17234
239145,CHEBI:17234
239153,CHEBI:24996
239175,CHEBI:2637
239177,CHEBI:17833
239246,CHEBI:47781
239321,CHEBI:28864
239360,PR:000050367
239364,CHEBI:8107
239394,CHEBI:28864
239492,CHEBI:16990
239505,CHEBI:17234
239520,CHEBI:15379
239536,CHEBI:28001
239565,PR:000029971
239569,CHEBI:28694
239587,CHEBI:17833
239710,PR:000050367
239730,CHEBI:28001
239970,CHEBI:17234
324003,CHEBI:28694
463002,CHEBI:28694
540001,PR:000028269
637002,CHEBI:36080
637007,CHEBI:36080
637008,CHEBI:36080
637010,CHEBI:36080
638002,CHEBI:17234
638004,CHEBI:16301
638005,CHEBI:29026
638006,CHEBI:36080
638009,CHEBI:36080
638010,CHEBI:16737
639001,CHEBI:17087
639002,CHEBI:16990
639005,CHEBI:36080
639006,CHEBI:36080
639007,CHEBI:16737
639009,CHEBI:36080
679009,CHEBI:16737
680005,CHEBI:2150
680010,CHEBI:26712
681004,CHEBI:16737
703005,CHEBI:27584
735001,CHEBI:17996
772005,CHEBI:26712
772007,CHEBI:26712
772008,CHEBI:16526
772009,CHEBI:16737
773006,CHEBI:22985
773007,CHEBI:26217
