PK_LAB_RESULT_ITEM_ID,obo,molent,ion,specimen_obo,POC,total,indirect,direct,random,method,notes
16412009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16409009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16411008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4931001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8179055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4865250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4864021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4863021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4868020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4867021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4856845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4865014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4929001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4263026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4266026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11918697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8981023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19801007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11842083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14953003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4861526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4860046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4861503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11842093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18037292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4866039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11917672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11917682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11920600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11923022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11922675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11543004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18034292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11542004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11545004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10725012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11669004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4860117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11922674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7464003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5439003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4863178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6580003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4927001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10800010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9055009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7459003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11841093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11740007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14517004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4860511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4930002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11736008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11924753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4860738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11738008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10970005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11921283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11920285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4868201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4870036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11843204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18036009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18036143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4869034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14088003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4869048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4869136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4870138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4869132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4864147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4865163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11924686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4865240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11842104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4857889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11928279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8476006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18035018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4858801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11841083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4859022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4858094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8953007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6805005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6808003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6804005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11844091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11495020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4859588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4857277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11493014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11493016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11493017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11492016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11843209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18038285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4858284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4859077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11842213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4863238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9599003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4863174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10969006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4856571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11845095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4109001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4857569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4856094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4861999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11493013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11927342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11924669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4861514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4860329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13615005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20119003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4857328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9578003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20117003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10966003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7304003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13251004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13254004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4861031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13254003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8979009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18033267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11844015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6319006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4869184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4867186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16410004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13255003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18036004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13255004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11925292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13251003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13253004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13251006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13251005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11842067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6319003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4862722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4859722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4269015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4856032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11841151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11842107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11491013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11922703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13252004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11928340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11918670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8743003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4859661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8746004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11922813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4858357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11920307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11919958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4529003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11705023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16532003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16528004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16530003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6755005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11918677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4858555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11925224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11924704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4860574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4861889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10071003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4862206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10072004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11845052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11927278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11919062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11922685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4856824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18033008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4864295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20133003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4862020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11917721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4861528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15095003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15093003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16409004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16412004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16407005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16408004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16411012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15094003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15091004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15092004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
